,label
547,0
548,0
549,1
550,5
551,3
552,0
553,0
554,5
555,0
556,0
557,0
558,0
559,6
560,6
561,4
562,4
563,0
564,4
565,5
566,0
567,0
568,3
569,1
570,3
571,0
572,5
573,1
574,4
575,2
576,3
577,1
578,0
579,5
580,2
581,4
582,0
583,1
584,0
585,0
586,0
587,6
588,6
589,4
590,0
591,4
592,6
593,2
594,0
595,0
596,5
597,6
598,6
599,0
600,6
601,0
602,1
603,5
604,5
605,4
606,0
607,0
608,2
609,0
610,0
611,0
612,0
613,2
614,0
615,0
616,0
617,1
618,5
619,6
620,6
621,2
622,0
623,0
624,0
625,5
626,2
627,2
628,0
629,1
630,0
631,1
632,0
633,0
634,0
635,3
636,2
637,3
638,4
639,2
640,3
641,2
642,4
643,1
644,0
645,4
646,1
647,0
648,0
649,5
650,3
651,1
652,2
653,0
654,0
655,1
656,6
657,5
658,5
659,5
660,0
661,0
662,1
663,4
664,0
665,5
666,2
667,0
668,5
669,0
670,1
671,2
672,0
673,5
674,0
675,0
676,6
677,0
678,5
679,0
680,4
681,0
682,4
683,0
684,4
685,0
686,0
687,0
688,1
689,2
690,6
691,1
692,0
693,6
694,0
695,2
696,1
697,1
698,0
699,1
700,0
701,0
702,0
703,2
704,6
705,4
706,5
707,0
708,5
709,0
710,6
711,4
712,0
713,0
714,3
715,3
716,2
717,0
718,0
719,6
720,0
721,1
722,6
723,0
724,6
725,6
726,0
727,4
728,2
729,0
730,2
731,6
732,2
733,1
734,4
735,5
736,5
737,0
738,0
739,0
740,3
741,6
742,0
743,0
744,0
745,6
746,5
747,0
748,1
749,2
750,0
751,2
752,1
753,1
754,1
755,3
756,0
757,2
758,3
759,6
760,3
761,0
762,0
763,1
764,6
765,5
766,6
767,0
768,0
769,4
770,5
771,3
772,6
773,4
774,6
775,0
776,2
777,4
778,4
779,1
780,0
781,6
782,3
783,0
784,6
785,1
786,6
787,0
788,6
789,0
790,1
791,0
792,4
793,2
794,0
795,3
796,5
797,1
798,4
799,0
800,0
801,0
802,0
803,0
804,3
805,2
806,0
807,0
808,2
809,0
810,0
811,0
812,0
813,5
814,4
815,0
816,0
817,0
818,2
819,5
820,6
821,6
822,6
823,5
824,2
825,5
826,3
827,0
828,0
829,2
830,4
831,1
832,4
833,0
834,1
835,0
836,1
837,2
838,4
839,6
840,3
841,0
842,6
843,2
844,1
845,0
846,4
847,0
848,3
849,1
850,0
851,0
852,2
853,2
854,2
855,0
856,0
857,2
858,4
859,0
860,5
861,2
862,0
863,2
864,5
865,0
866,0
867,0
868,6
869,0
870,5
871,6
872,0
873,6
874,0
875,5
876,0
877,1
878,5
879,0
880,2
881,5
882,3
883,2
884,0
885,4
886,2
887,4
888,3
889,6
890,0
891,5
892,0
893,3
894,1
895,3
896,2
897,5
898,0
899,5
900,0
901,3
902,3
903,0
904,2
905,3
906,6
907,5
908,1
909,0
910,1
911,2
912,5
913,1
914,5
915,5
916,2
917,1
918,0
919,0
920,6
921,4
922,1
923,2
924,0
925,3
926,5
927,6
928,2
929,1
930,1
931,3
932,4
933,0
934,0
935,0
936,2
937,5
938,0
939,2
940,0
941,0
942,1
943,2
944,5
945,4
946,3
947,0
948,0
949,1
950,0
951,0
952,0
953,5
954,0
955,3
956,0
957,6
958,0
959,1
960,4
961,2
962,6
963,0
964,0
965,0
966,0
967,4
968,4
969,0
970,3
971,1
972,1
973,0
974,5
975,5
976,1
977,0
978,4
979,6
980,0
981,0
982,0
983,0
984,3
985,0
986,0
987,5
988,0
989,0
990,0
991,1
992,6
993,0
994,0
995,4
996,2
997,0
998,0
999,0
1000,1
1001,5
1002,0
1003,0
1004,5
1005,3
1006,5
1007,4
1008,1
1009,0
1010,0
1011,0
1012,4
1013,0
1014,4
1015,0
1016,1
1017,1
1018,4
1019,0
1020,5
1021,5
1022,5
1023,6
1024,5
1025,4
1026,0
1027,0
1028,0
1029,5
1030,0
1031,3
1032,2
1033,6
1034,0
1035,4
1036,1
1037,5
1038,5
1039,2
1040,5
1041,5
1042,0
1043,0
1044,0
1045,4
1046,4
1047,2
1048,4
1049,6
1050,0
1051,4
1052,0
1053,0
1054,2
1055,0
1056,6
1057,2
1058,4
1059,5
1060,4
1061,1
1062,4
1063,6
1064,4
1065,0
1066,5
1067,4
1068,0
1069,3
1070,0
1071,4
1072,0
1073,2
1074,6
1075,0
1076,6
1077,3
1078,0
1079,0
1080,3
1081,4
1082,0
1083,0
1084,0
1085,5
1086,1
1087,1
1088,0
1089,0
1090,3
1091,1
1092,0
1093,4
1094,0
1095,0
1096,4
1097,2
1098,0
1099,0
1100,3
1101,4
1102,0
1103,6
1104,6
1105,0
1106,5
1107,3
1108,1
1109,4
1110,0
1111,0
1112,4
1113,5
1114,4
1115,2
1116,6
1117,0
1118,3
1119,3
1120,5
1121,6
1122,0
1123,0
1124,2
1125,5
1126,0
1127,1
1128,0
1129,3
1130,6
1131,0
1132,5
1133,4
1134,6
1135,0
1136,4
1137,0
1138,0
1139,4
1140,1
1141,3
1142,0
1143,1
1144,2
1145,5
1146,1
1147,0
1148,1
1149,0
1150,2
1151,5
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,3
1160,0
1161,3
1162,5
1163,4
1164,1
1165,0
1166,4
1167,2
1168,5
1169,0
1170,0
1171,0
1172,6
1173,6
1174,0
1175,0
1176,1
1177,6
1178,4
1179,2
1180,4
1181,6
1182,1
1183,0
1184,0
1185,0
1186,0
1187,3
1188,0
1189,5
1190,1
1191,6
1192,6
1193,0
1194,0
1195,6
1196,0
1197,0
1198,5
1199,4
1200,0
1201,2
1202,5
1203,0
1204,3
1205,5
1206,3
1207,0
1208,0
1209,6
1210,4
1211,0
1212,6
1213,0
1214,5
1215,3
1216,0
1217,0
1218,0
1219,0
1220,0
1221,3
1222,0
1223,1
1224,4
1225,2
1226,3
1227,1
1228,1
1229,4
1230,3
1231,4
1232,0
1233,2
1234,0
1235,4
1236,0
1237,6
1238,4
1239,3
1240,5
1241,4
1242,0
1243,0
1244,1
1245,6
1246,0
1247,0
1248,0
1249,0
1250,3
1251,6
1252,6
1253,0
1254,0
1255,0
1256,0
1257,0
1258,4
1259,3
1260,0
1261,5
1262,4
1263,0
1264,3
1265,5
1266,4
1267,6
1268,6
1269,2
1270,2
1271,0
1272,0
1273,0
1274,2
