,label
305,6
306,5
307,0
308,0
309,4
310,6
311,3
312,0
313,5
314,4
315,3
316,0
317,2
318,0
319,6
320,0
321,6
322,0
323,0
324,0
325,0
326,0
327,0
328,1
329,5
330,6
331,2
332,6
333,0
334,0
335,6
336,0
337,6
338,4
339,0
340,2
341,6
342,4
343,2
344,0
345,0
346,5
347,0
348,0
349,0
350,2
351,0
352,0
353,0
354,5
355,0
356,0
357,3
358,1
359,6
360,3
361,5
362,1
363,0
364,5
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,3
373,5
374,6
375,5
376,2
377,4
378,0
379,6
380,5
381,6
382,3
383,4
384,0
385,4
386,1
387,2
388,0
389,2
390,0
391,3
392,3
393,4
394,2
395,0
396,0
397,1
398,6
399,3
400,4
401,2
402,0
403,2
404,0
405,4
406,5
407,0
408,3
409,5
410,0
411,5
412,0
413,2
414,1
415,6
416,0
417,5
418,5
419,2
420,4
421,4
422,5
423,5
424,5
425,0
426,2
427,2
428,0
429,0
430,4
431,0
432,3
433,4
434,0
435,0
436,0
437,6
438,0
439,0
440,2
441,0
442,5
443,0
444,6
445,6
446,5
447,0
448,0
449,0
450,0
451,1
452,0
453,0
454,1
455,0
456,0
457,3
458,0
459,0
460,1
461,0
462,0
463,2
464,0
465,4
466,6
467,6
468,0
469,0
470,0
471,4
472,3
473,0
474,2
475,5
476,0
477,6
478,4
479,6
480,0
481,5
482,0
483,0
484,3
485,0
486,0
487,1
488,2
489,4
490,0
491,5
492,0
493,5
494,0
495,3
496,0
497,2
498,6
499,4
500,0
501,0
502,4
503,5
504,5
505,0
506,0
507,2
508,1
509,3
510,1
511,6
512,1
513,6
514,3
515,4
516,1
517,1
518,0
519,0
520,3
521,3
522,1
523,0
524,0
525,0
526,0
527,0
528,4
529,1
530,4
531,0
532,0
533,2
534,6
535,4
536,6
537,3
538,1
539,0
540,3
541,3
542,1
543,6
544,5
545,3
546,0
547,0
548,0
549,0
550,4
551,0
552,0
553,0
554,3
555,0
556,0
557,1
558,0
559,3
560,0
561,5
562,1
563,5
564,3
565,4
566,6
567,0
568,5
569,1
570,0
571,6
572,0
573,0
574,4
575,2
576,4
577,0
578,4
579,2
580,0
581,0
582,0
583,5
584,0
585,2
586,5
587,0
588,6
589,1
590,3
591,0
592,0
593,0
594,3
595,0
596,0
597,4
598,3
599,0
600,6
601,1
602,3
603,1
604,0
605,5
606,0
607,2
608,0
609,5
610,4
611,4
612,0
613,6
614,6
615,0
616,3
617,0
618,0
619,6
620,0
621,3
622,2
623,0
624,4
625,0
626,0
627,0
628,5
629,1
630,2
631,0
632,0
633,0
634,6
635,2
636,3
637,0
638,0
639,6
640,0
641,0
642,0
643,3
644,0
645,5
646,3
647,3
648,0
649,5
650,1
651,0
652,6
653,3
654,0
655,4
656,3
657,0
658,0
659,5
660,0
661,5
662,6
663,6
664,6
665,5
666,4
667,5
668,0
669,0
670,0
671,1
672,0
673,2
674,3
675,6
676,1
677,3
678,0
679,4
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,4
688,2
689,4
690,0
691,3
692,0
693,0
694,0
695,0
696,6
697,4
698,0
699,0
700,4
701,4
702,0
703,2
704,4
705,3
706,2
707,4
708,0
709,3
710,6
711,0
712,3
713,0
714,5
715,0
716,6
717,0
718,0
719,6
720,2
721,6
722,5
723,2
724,3
725,5
726,1
727,0
728,1
729,3
730,3
731,1
732,4
733,2
734,3
735,0
736,0
737,0
738,0
739,2
740,0
741,0
742,0
743,6
744,6
745,2
746,0
747,1
748,1
749,0
750,1
751,6
752,0
753,5
754,2
755,5
756,0
757,0
758,5
759,1
760,3
761,0
762,0
763,0
764,0
765,5
766,3
767,2
768,2
769,1
770,2
771,2
772,0
773,0
774,2
775,0
776,0
777,6
778,4
779,0
780,1
781,0
782,0
783,6
784,2
785,4
786,0
787,2
788,6
789,0
790,4
791,0
792,1
793,0
794,1
795,0
796,6
797,1
798,2
799,1
800,6
801,2
802,0
803,3
804,5
805,3
806,6
807,1
808,0
809,1
810,3
811,0
812,0
813,0
814,4
815,0
816,6
817,2
818,0
819,0
820,3
821,0
822,0
823,2
824,0
825,4
826,1
827,0
828,6
829,5
830,0
831,6
832,4
833,6
834,2
835,0
836,5
837,1
838,3
839,0
840,1
841,6
842,1
843,2
844,0
845,2
846,4
847,5
848,3
849,4
850,4
851,0
852,5
853,5
854,0
855,4
856,2
857,0
858,4
859,0
860,0
861,5
862,1
863,0
864,4
865,0
866,2
867,0
868,5
869,3
870,1
871,4
872,4
873,4
874,3
875,5
876,1
877,2
878,4
879,3
880,0
881,6
882,0
883,0
884,0
885,0
886,2
887,5
888,0
889,0
890,0
891,1
892,0
893,0
894,1
895,0
896,0
897,6
898,3
899,1
900,0
901,6
902,1
903,5
904,0
905,6
906,6
907,1
908,3
909,2
910,6
911,0
912,1
913,1
914,4
915,3
916,0
917,6
918,5
919,3
920,4
921,0
922,0
923,0
924,4
925,0
926,0
927,0
928,5
929,5
930,0
931,2
932,0
933,5
934,0
935,5
936,0
937,0
938,0
939,0
940,3
941,2
942,0
943,4
944,5
945,4
946,5
947,6
948,0
949,6
950,1
951,0
952,0
953,0
954,4
955,0
956,2
957,0
958,0
959,0
960,1
961,2
962,4
963,5
964,1
965,2
966,0
967,5
968,0
969,1
970,0
971,5
972,4
973,0
974,2
975,1
976,1
977,0
978,1
979,0
980,3
981,5
982,3
983,3
984,0
985,2
986,5
987,2
988,2
989,0
990,5
991,4
992,0
993,1
994,0
995,1
996,6
997,1
998,5
999,0
1000,0
1001,5
1002,0
1003,0
1004,4
1005,1
1006,4
1007,0
1008,0
1009,1
1010,0
1011,3
1012,5
1013,6
1014,5
1015,2
1016,5
1017,6
1018,0
1019,6
1020,4
1021,3
1022,5
1023,0
1024,4
1025,2
1026,2
1027,5
1028,6
1029,5
1030,1
1031,2
1032,3
1033,4
1034,0
1035,0
1036,6
1037,1
1038,0
1039,0
1040,2
1041,0
1042,0
1043,3
1044,3
1045,5
1046,0
1047,0
1048,4
1049,0
1050,0
1051,0
1052,0
1053,6
1054,0
1055,4
1056,5
1057,1
1058,0
1059,0
1060,0
1061,1
1062,3
1063,0
1064,0
1065,0
1066,1
1067,2
1068,6
1069,0
1070,0
1071,0
1072,3
1073,6
1074,1
1075,6
1076,5
1077,0
1078,1
1079,4
1080,0
1081,1
1082,4
1083,6
1084,6
1085,2
1086,4
1087,0
1088,0
1089,0
1090,0
1091,4
1092,5
1093,2
1094,2
1095,0
1096,0
1097,1
1098,5
1099,1
1100,1
1101,4
1102,1
1103,0
1104,1
1105,3
1106,0
1107,0
1108,6
1109,0
1110,0
1111,6
1112,1
1113,2
1114,1
1115,0
1116,3
1117,6
1118,0
1119,0
1120,0
1121,4
1122,2
1123,6
1124,0
1125,5
1126,0
1127,0
1128,4
1129,5
1130,0
1131,1
1132,0
1133,3
1134,0
1135,3
1136,0
1137,0
1138,2
1139,2
1140,0
1141,3
1142,4
1143,6
1144,1
1145,0
1146,6
1147,4
1148,0
1149,4
1150,4
1151,3
1152,2
1153,0
1154,3
1155,3
1156,5
1157,0
1158,2
1159,0
1160,0
1161,0
1162,2
1163,0
1164,2
1165,5
1166,0
1167,0
1168,6
1169,6
1170,0
1171,4
1172,6
1173,3
1174,3
1175,0
1176,0
1177,4
1178,0
1179,0
1180,0
1181,4
1182,0
1183,0
1184,6
1185,5
1186,0
1187,5
1188,0
1189,3
1190,1
1191,0
1192,6
1193,0
1194,6
1195,6
1196,0
1197,4
1198,0
1199,3
1200,0
1201,4
1202,2
1203,1
1204,6
1205,3
1206,3
1207,2
1208,6
1209,3
1210,6
1211,1
1212,3
1213,6
1214,6
1215,0
1216,5
1217,6
1218,3
1219,3
1220,0
1221,1
1222,0
1223,4
1224,0
1225,6
1226,5
1227,1
1228,6
1229,0
1230,6
1231,4
1232,0
1233,0
1234,0
1235,3
1236,5
1237,0
1238,3
1239,6
1240,2
1241,4
1242,5
1243,0
1244,4
1245,2
1246,6
1247,0
1248,3
1249,0
1250,3
1251,6
1252,6
1253,2
1254,0
1255,5
1256,1
1257,4
1258,0
1259,3
1260,6
1261,0
1262,4
1263,1
1264,5
1265,0
1266,1
1267,0
1268,4
1269,6
1270,0
1271,5
1272,4
1273,2
1274,4
1275,0
1276,5
1277,0
1278,0
1279,1
1280,0
1281,0
1282,5
1283,0
1284,0
1285,0
1286,2
1287,0
1288,0
1289,0
1290,4
1291,4
1292,1
1293,5
1294,5
1295,0
1296,6
1297,5
1298,0
1299,3
1300,4
1301,3
1302,2
1303,2
1304,6
1305,5
1306,0
1307,1
1308,2
1309,0
1310,0
1311,6
1312,0
1313,0
1314,4
1315,0
1316,0
1317,4
1318,6
1319,0
1320,3
1321,5
1322,1
1323,4
1324,0
1325,1
1326,0
1327,1
1328,3
1329,0
1330,2
1331,0
1332,0
1333,0
1334,4
1335,5
1336,0
1337,1
1338,0
1339,0
1340,2
1341,0
1342,0
1343,2
1344,0
1345,2
1346,0
1347,4
1348,0
1349,3
1350,0
1351,0
1352,3
1353,0
1354,0
1355,5
1356,0
1357,5
1358,6
1359,3
1360,0
1361,1
1362,4
1363,0
1364,0
1365,1
1366,0
1367,5
1368,5
1369,5
1370,6
1371,3
1372,4
1373,6
1374,4
1375,0
1376,6
1377,6
1378,3
1379,0
1380,0
1381,1
1382,0
1383,0
1384,0
1385,3
1386,6
1387,3
1388,1
1389,1
1390,1
1391,0
1392,2
1393,0
1394,0
1395,4
1396,6
1397,6
1398,0
1399,6
1400,0
1401,6
1402,4
1403,4
1404,0
1405,0
1406,4
1407,3
1408,6
1409,0
1410,0
1411,0
1412,1
1413,4
1414,1
1415,5
1416,0
1417,6
1418,4
1419,1
1420,6
1421,4
1422,3
1423,2
1424,0
1425,0
1426,0
1427,1
1428,5
1429,5
1430,0
1431,0
1432,0
1433,3
1434,0
1435,6
1436,2
1437,0
1438,0
1439,0
1440,4
1441,0
1442,0
1443,3
1444,6
1445,1
1446,5
1447,2
1448,6
1449,1
1450,0
1451,0
1452,0
1453,5
1454,1
1455,0
1456,0
1457,1
1458,0
1459,5
1460,3
1461,1
1462,0
1463,0
1464,6
1465,2
1466,0
1467,4
1468,2
1469,2
1470,3
1471,2
1472,6
1473,2
1474,2
1475,3
1476,1
1477,5
1478,0
1479,0
1480,0
1481,2
1482,0
1483,0
1484,2
1485,0
1486,2
1487,1
1488,0
1489,3
1490,3
1491,0
1492,5
1493,0
1494,0
1495,4
1496,2
1497,0
1498,1
1499,0
1500,2
1501,3
1502,5
1503,0
1504,4
1505,1
1506,1
1507,4
1508,5
1509,0
1510,2
1511,0
1512,4
1513,0
1514,5
1515,6
1516,5
1517,0
1518,1
1519,0
1520,0
1521,5
1522,6
1523,5
1524,6
1525,0
1526,1
1527,6
1528,2
1529,0
1530,0
1531,0
1532,4
1533,1
1534,1
1535,0
1536,0
1537,2
1538,5
1539,2
1540,0
1541,1
1542,0
1543,0
1544,3
1545,3
1546,3
1547,1
1548,5
1549,3
1550,0
1551,0
1552,0
1553,5
1554,0
1555,0
1556,4
1557,3
1558,0
1559,6
1560,1
1561,0
1562,6
1563,4
1564,0
1565,1
1566,0
1567,3
1568,0
1569,0
1570,4
1571,1
1572,0
1573,6
1574,5
1575,0
1576,0
1577,2
1578,3
1579,6
1580,0
1581,5
1582,2
1583,0
1584,2
1585,4
1586,4
1587,0
1588,3
1589,0
1590,4
1591,0
1592,3
1593,0
1594,0
1595,6
1596,4
1597,1
1598,6
1599,0
1600,1
1601,6
1602,0
1603,0
1604,0
1605,6
1606,1
1607,0
1608,0
1609,0
1610,4
1611,0
1612,2
1613,0
1614,0
1615,1
1616,1
1617,6
1618,0
1619,0
1620,0
1621,0
1622,6
1623,1
1624,0
1625,6
1626,0
1627,3
1628,6
1629,0
1630,3
1631,0
1632,0
1633,2
1634,2
1635,0
1636,3
1637,4
1638,4
1639,4
1640,5
1641,4
1642,0
1643,4
1644,0
1645,0
1646,1
1647,5
1648,2
1649,2
1650,6
1651,0
1652,0
1653,6
1654,0
1655,1
1656,6
1657,0
1658,4
1659,2
1660,0
1661,5
1662,0
1663,1
1664,0
1665,0
1666,2
1667,0
1668,2
1669,4
1670,2
1671,1
1672,4
1673,3
1674,4
1675,6
1676,6
1677,0
1678,5
1679,1
1680,1
1681,0
1682,0
1683,3
1684,0
1685,4
1686,5
1687,2
1688,2
1689,0
1690,0
1691,0
1692,3
1693,0
1694,2
1695,0
1696,3
1697,2
1698,4
1699,0
1700,4
1701,0
1702,0
1703,3
1704,1
1705,6
1706,4
1707,2
1708,0
1709,4
1710,1
1711,3
1712,2
1713,5
1714,6
1715,0
1716,1
1717,5
1718,3
1719,0
1720,0
1721,6
1722,4
1723,0
1724,2
1725,1
1726,0
1727,1
1728,4
1729,5
1730,4
1731,0
1732,2
1733,0
1734,0
1735,6
1736,3
1737,0
1738,0
1739,2
1740,5
1741,3
1742,0
1743,0
1744,1
1745,2
1746,1
1747,0
1748,0
1749,3
1750,4
1751,6
1752,3
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,4
1761,0
1762,2
1763,0
1764,5
1765,0
1766,0
1767,0
1768,6
1769,0
1770,0
1771,3
1772,1
1773,6
1774,0
1775,0
1776,6
1777,4
1778,6
1779,5
1780,0
1781,2
1782,0
1783,0
1784,0
1785,0
1786,0
1787,1
1788,0
1789,6
1790,5
1791,5
1792,2
1793,0
1794,2
1795,0
1796,1
1797,0
1798,0
1799,3
1800,4
1801,5
1802,6
1803,5
1804,1
1805,0
1806,0
1807,3
1808,0
1809,5
1810,3
1811,0
1812,6
1813,2
1814,5
1815,2
1816,0
1817,1
1818,5
1819,0
1820,0
1821,1
1822,1
1823,0
1824,3
1825,5
1826,5
1827,0
1828,0
1829,5
1830,5
1831,2
1832,0
1833,6
1834,2
1835,2
1836,5
1837,2
1838,0
1839,2
1840,4
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,4
1848,0
1849,5
1850,4
1851,0
1852,4
1853,0
1854,6
1855,2
1856,6
1857,0
1858,0
1859,0
1860,4
1861,0
1862,3
1863,5
1864,0
1865,3
1866,0
1867,4
1868,0
1869,1
1870,0
1871,0
1872,0
1873,0
1874,0
1875,1
1876,6
1877,0
1878,0
1879,0
1880,0
1881,0
1882,3
1883,2
1884,4
1885,0
1886,0
1887,0
1888,4
1889,2
1890,1
1891,6
1892,0
1893,0
1894,6
1895,3
1896,0
1897,2
1898,0
1899,0
1900,0
1901,3
1902,0
1903,3
1904,2
1905,2
1906,5
1907,2
1908,1
1909,1
1910,5
1911,0
1912,0
1913,2
1914,4
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,5
1929,0
1930,5
1931,2
1932,0
1933,6
1934,4
1935,0
1936,3
1937,1
1938,5
1939,1
1940,0
1941,2
1942,0
1943,4
1944,4
1945,0
1946,0
1947,6
1948,5
1949,0
1950,2
1951,6
1952,4
1953,0
1954,0
1955,6
1956,0
1957,4
1958,0
1959,3
1960,2
1961,6
1962,0
1963,0
1964,6
1965,5
1966,5
1967,0
1968,1
1969,0
1970,0
1971,0
1972,6
1973,2
1974,5
1975,1
1976,5
1977,2
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,4
1985,0
1986,3
1987,0
1988,0
1989,3
1990,0
1991,0
1992,0
1993,3
1994,3
1995,2
1996,0
1997,0
1998,0
1999,3
2000,4
2001,0
2002,2
2003,5
2004,5
2005,0
2006,3
2007,2
2008,0
2009,0
2010,3
2011,0
2012,0
2013,3
2014,0
2015,0
2016,1
2017,4
2018,4
2019,2
2020,0
2021,6
2022,2
2023,3
2024,0
2025,5
2026,4
2027,0
2028,5
2029,3
2030,0
2031,5
2032,0
2033,0
2034,0
2035,6
2036,1
2037,6
2038,0
2039,0
2040,4
2041,4
2042,0
2043,1
2044,3
2045,4
2046,1
2047,1
2048,0
2049,6
2050,1
2051,0
2052,2
2053,0
2054,6
2055,3
2056,6
2057,5
2058,0
2059,3
2060,3
2061,0
2062,0
2063,0
2064,0
2065,3
2066,2
2067,6
2068,1
2069,3
2070,2
2071,1
2072,0
2073,6
2074,6
2075,0
2076,0
2077,2
2078,0
2079,0
2080,0
2081,0
2082,0
2083,3
2084,0
2085,6
2086,1
2087,2
2088,0
2089,0
2090,0
2091,5
2092,0
2093,2
2094,5
2095,1
2096,4
2097,6
2098,4
2099,3
2100,0
2101,4
2102,0
2103,0
2104,3
2105,1
2106,6
2107,0
2108,0
2109,1
2110,4
2111,0
2112,1
2113,4
2114,5
2115,0
2116,0
2117,5
2118,0
2119,0
2120,0
2121,0
2122,0
2123,3
2124,4
2125,3
2126,6
2127,0
2128,4
2129,0
2130,0
2131,1
2132,0
2133,0
2134,6
2135,4
2136,2
2137,3
2138,6
2139,0
2140,1
2141,0
2142,0
2143,0
2144,3
2145,0
2146,4
2147,2
2148,1
2149,3
2150,0
2151,0
2152,6
2153,0
2154,6
2155,3
2156,6
2157,0
2158,2
2159,2
2160,0
2161,6
2162,4
2163,1
2164,3
2165,0
2166,6
2167,4
2168,3
2169,5
2170,0
2171,6
2172,5
2173,3
2174,4
2175,0
2176,0
2177,0
2178,4
2179,0
2180,1
2181,2
2182,5
2183,0
2184,0
2185,1
2186,0
2187,4
2188,5
2189,0
2190,1
2191,4
2192,3
2193,5
2194,0
2195,0
2196,0
2197,5
2198,5
2199,0
2200,1
2201,0
2202,0
2203,0
2204,2
2205,0
2206,0
2207,3
2208,6
2209,6
2210,5
2211,3
2212,0
2213,4
2214,2
2215,0
2216,4
2217,3
2218,4
2219,0
2220,5
2221,3
2222,0
2223,0
2224,6
2225,1
2226,2
2227,0
2228,0
2229,3
2230,5
2231,0
2232,0
2233,4
2234,1
2235,0
2236,3
2237,0
2238,5
2239,0
2240,0
2241,3
2242,1
2243,1
2244,0
2245,6
2246,6
2247,5
2248,0
2249,6
2250,2
2251,5
2252,0
2253,3
2254,3
2255,4
2256,0
2257,0
2258,0
2259,0
2260,2
2261,4
2262,0
2263,5
2264,0
2265,5
2266,3
2267,2
2268,0
2269,6
2270,0
2271,0
2272,3
2273,5
2274,2
2275,4
2276,5
2277,4
2278,0
2279,0
2280,4
2281,2
2282,1
2283,6
2284,1
2285,5
2286,4
2287,0
2288,6
2289,0
2290,2
2291,0
2292,0
2293,1
2294,3
2295,4
2296,0
2297,0
2298,1
2299,1
2300,4
2301,0
2302,5
2303,0
2304,4
2305,5
2306,3
2307,0
2308,0
2309,0
2310,4
2311,6
2312,6
2313,1
2314,0
2315,4
2316,5
2317,0
2318,0
2319,0
2320,5
2321,0
2322,0
2323,6
2324,0
2325,0
2326,5
2327,3
2328,1
2329,4
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,1
2337,1
2338,0
2339,0
2340,4
2341,5
2342,0
2343,5
2344,0
2345,3
2346,6
2347,2
2348,0
2349,0
2350,3
2351,6
2352,5
2353,2
2354,0
2355,5
2356,0
2357,6
2358,4
2359,1
2360,4
2361,0
2362,0
2363,1
2364,1
2365,3
2366,6
2367,3
2368,4
2369,2
2370,6
2371,5
2372,0
2373,2
2374,3
2375,0
2376,5
2377,0
2378,0
2379,5
2380,5
2381,2
2382,6
2383,2
2384,1
2385,0
2386,0
2387,1
2388,0
2389,2
2390,1
2391,0
2392,3
2393,1
2394,6
2395,0
2396,6
2397,5
2398,0
2399,4
2400,0
2401,4
2402,0
2403,4
2404,2
2405,6
2406,5
2407,0
2408,1
2409,0
2410,2
2411,0
2412,3
2413,0
2414,3
2415,0
2416,0
2417,4
2418,0
2419,5
2420,0
2421,2
2422,6
2423,5
2424,5
2425,4
2426,3
2427,0
2428,1
2429,6
2430,6
2431,4
2432,1
2433,0
2434,2
2435,0
2436,3
2437,0
2438,0
2439,4
2440,6
2441,0
2442,0
2443,6
2444,5
2445,0
2446,3
2447,0
2448,2
2449,0
2450,1
2451,2
2452,5
2453,0
2454,0
2455,0
2456,0
2457,6
2458,4
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,4
2466,1
2467,1
2468,0
2469,6
2470,5
2471,0
2472,3
2473,4
2474,1
2475,0
2476,4
2477,1
2478,2
2479,0
2480,3
2481,3
2482,0
2483,6
2484,0
2485,2
2486,1
2487,1
2488,6
2489,4
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,1
2497,6
2498,5
2499,0
2500,0
2501,1
2502,0
2503,0
2504,6
2505,4
2506,1
2507,4
2508,3
2509,3
2510,2
2511,0
2512,0
2513,5
2514,0
2515,3
2516,0
2517,0
2518,1
2519,0
2520,4
2521,2
2522,0
2523,6
2524,0
2525,0
2526,0
2527,5
2528,5
2529,0
2530,6
2531,0
2532,0
2533,5
2534,1
2535,0
2536,0
2537,1
2538,5
2539,0
2540,6
2541,1
2542,2
2543,6
2544,0
2545,0
2546,1
2547,0
2548,0
2549,1
2550,5
2551,3
2552,1
2553,4
2554,3
2555,0
2556,4
2557,0
2558,6
2559,0
2560,6
2561,0
2562,0
2563,3
2564,2
2565,0
2566,0
2567,4
2568,0
2569,0
2570,0
2571,5
2572,5
2573,5
2574,5
2575,0
2576,0
2577,1
2578,4
2579,3
2580,0
2581,6
2582,1
2583,5
2584,2
2585,0
2586,2
2587,0
2588,2
2589,5
2590,6
2591,1
2592,5
2593,0
2594,1
2595,2
2596,0
2597,0
2598,6
2599,0
2600,2
2601,0
2602,0
2603,6
2604,0
2605,0
2606,3
2607,0
2608,5
2609,5
2610,4
2611,6
2612,0
2613,1
2614,4
2615,4
2616,3
2617,2
2618,0
2619,4
2620,1
2621,3
2622,6
2623,0
2624,4
2625,3
2626,3
2627,0
2628,3
2629,0
2630,5
2631,2
2632,0
2633,0
2634,0
2635,1
2636,0
2637,4
2638,1
2639,0
2640,1
2641,5
2642,0
2643,0
2644,3
2645,6
2646,1
2647,3
2648,3
2649,0
2650,1
2651,0
2652,0
2653,4
2654,0
2655,2
2656,4
2657,6
2658,0
2659,4
2660,2
2661,0
2662,2
2663,0
2664,3
2665,4
2666,0
2667,0
2668,2
2669,0
2670,0
2671,6
2672,0
2673,3
2674,4
2675,0
2676,5
2677,5
2678,0
2679,0
2680,3
2681,3
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,4
2689,6
2690,0
2691,6
2692,6
2693,5
2694,4
2695,1
2696,0
2697,1
2698,3
2699,3
2700,0
2701,5
2702,0
2703,3
2704,4
2705,1
2706,0
2707,6
2708,3
2709,0
2710,0
2711,2
2712,4
2713,0
2714,0
2715,0
2716,2
2717,5
2718,4
2719,0
2720,1
2721,1
2722,6
2723,5
2724,4
2725,4
2726,0
2727,4
2728,0
2729,1
2730,0
2731,0
2732,6
2733,0
2734,1
2735,0
2736,0
2737,0
2738,2
2739,6
2740,0
2741,6
2742,5
2743,6
2744,4
2745,0
2746,0
2747,3
2748,0
2749,1
2750,5
2751,0
2752,0
2753,0
2754,0
2755,2
2756,3
2757,6
2758,0
2759,0
2760,6
2761,0
2762,2
2763,2
2764,6
2765,5
2766,5
2767,5
2768,4
2769,2
2770,1
2771,1
2772,0
2773,0
2774,5
2775,1
2776,0
2777,3
2778,0
2779,0
2780,0
2781,0
2782,5
2783,4
2784,2
2785,0
2786,4
2787,0
2788,6
2789,0
2790,0
2791,5
2792,0
2793,2
2794,0
2795,0
2796,2
2797,5
2798,0
2799,3
2800,5
2801,5
2802,0
2803,2
2804,0
2805,4
2806,0
2807,0
2808,2
2809,3
2810,2
2811,5
2812,0
2813,4
2814,0
2815,2
2816,0
2817,4
2818,0
2819,0
2820,0
2821,0
2822,1
2823,3
2824,5
2825,4
2826,4
2827,0
2828,4
2829,5
2830,0
2831,6
2832,4
2833,0
2834,2
2835,5
2836,3
2837,6
2838,0
2839,0
2840,6
2841,0
2842,1
2843,3
2844,0
2845,0
2846,0
2847,3
2848,1
2849,2
2850,3
2851,5
2852,4
2853,3
2854,3
2855,0
2856,5
2857,4
2858,1
2859,3
2860,2
2861,4
2862,5
2863,6
2864,0
2865,1
2866,0
2867,5
2868,0
2869,0
2870,0
2871,3
2872,2
2873,0
2874,1
2875,0
2876,5
2877,0
2878,0
2879,4
2880,6
2881,0
2882,3
2883,5
2884,0
2885,0
2886,0
2887,3
2888,0
2889,3
2890,0
2891,3
2892,0
2893,1
2894,4
2895,2
2896,1
2897,2
2898,0
2899,0
2900,0
2901,6
2902,1
2903,4
2904,0
2905,5
2906,3
2907,0
2908,0
2909,6
2910,4
2911,0
2912,3
2913,0
2914,0
2915,0
2916,3
2917,0
2918,1
2919,4
2920,2
2921,0
2922,1
2923,3
2924,0
2925,0
2926,0
2927,0
2928,4
2929,0
2930,0
2931,1
2932,0
2933,4
2934,5
2935,4
2936,2
2937,6
2938,3
2939,2
2940,0
2941,0
2942,4
2943,0
2944,3
2945,4
2946,0
2947,1
2948,0
2949,5
2950,5
2951,5
2952,2
2953,6
2954,0
2955,1
2956,0
2957,0
2958,0
2959,0
2960,4
2961,0
2962,0
2963,6
2964,0
2965,3
2966,6
2967,5
2968,0
2969,0
2970,0
2971,0
2972,5
2973,3
2974,0
2975,0
2976,5
2977,4
2978,0
2979,4
2980,6
2981,4
2982,0
2983,4
2984,0
2985,0
2986,6
2987,1
2988,2
2989,3
2990,4
2991,4
2992,5
2993,0
2994,0
2995,0
2996,0
2997,4
