,label
1143,0
1144,5
1145,3
1146,0
1147,1
1148,5
1149,6
1150,1
1151,7
1152,3
1153,6
1154,1
1155,3
1156,6
1157,7
1158,4
1159,1
1160,7
1161,7
1162,5
1163,2
1164,0
1165,7
1166,6
1167,7
1168,1
1169,3
1170,2
1171,4
1172,3
1173,2
1174,2
1175,6
1176,1
1177,5
1178,3
1179,4
1180,3
1181,4
1182,2
1183,1
1184,1
1185,7
1186,2
1187,5
1188,0
1189,0
1190,6
1191,3
1192,1
1193,1
1194,6
1195,2
1196,5
1197,7
1198,6
1199,4
1200,6
1201,1
1202,5
1203,4
1204,5
1205,6
1206,7
1207,0
1208,5
1209,1
1210,7
1211,2
1212,0
1213,3
1214,5
1215,0
1216,2
1217,1
1218,0
1219,6
1220,1
1221,6
1222,0
1223,4
1224,7
1225,4
1226,1
1227,2
1228,4
1229,6
1230,1
1231,6
1232,5
1233,1
1234,3
1235,0
1236,7
1237,1
1238,5
1239,1
1240,3
1241,3
1242,7
1243,7
1244,6
1245,6
1246,4
1247,7
1248,3
1249,7
1250,3
1251,4
1252,6
1253,4
1254,5
1255,0
1256,5
1257,1
1258,2
1259,4
1260,0
1261,0
1262,1
1263,6
1264,7
1265,5
1266,4
1267,6
1268,7
1269,6
1270,3
1271,5
1272,0
1273,2
1274,6
1275,6
1276,5
1277,1
1278,5
1279,3
1280,2
1281,1
1282,3
1283,5
1284,4
1285,5
1286,4
1287,2
1288,7
1289,5
1290,1
1291,3
1292,3
1293,1
1294,2
1295,7
1296,6
1297,4
1298,4
1299,7
1300,1
1301,4
1302,1
1303,4
1304,5
1305,5
1306,1
1307,3
1308,0
1309,5
1310,1
1311,3
1312,7
1313,2
1314,4
1315,1
1316,4
1317,0
1318,2
1319,1
1320,0
1321,2
1322,0
1323,2
1324,1
1325,6
1326,6
1327,6
1328,3
1329,3
1330,3
1331,3
1332,4
1333,6
1334,4
1335,0
1336,3
1337,4
1338,6
1339,3
1340,0
1341,2
1342,0
1343,0
1344,2
1345,4
1346,5
1347,2
1348,1
1349,4
1350,6
1351,0
1352,7
1353,6
1354,7
1355,2
1356,3
1357,2
1358,5
1359,2
1360,7
1361,0
1362,3
1363,0
1364,4
1365,6
1366,1
1367,4
1368,7
1369,1
1370,0
1371,2
1372,7
1373,0
1374,6
1375,3
1376,2
1377,3
1378,1
1379,2
1380,5
1381,7
1382,7
1383,3
1384,0
1385,5
1386,6
1387,3
1388,2
1389,1
1390,7
1391,2
1392,5
1393,5
1394,5
1395,2
1396,5
1397,1
1398,4
1399,2
1400,2
1401,0
1402,2
1403,6
1404,0
1405,7
1406,3
1407,0
1408,1
1409,2
1410,3
1411,2
1412,4
1413,2
1414,0
1415,6
1416,3
1417,6
1418,4
1419,0
1420,4
1421,3
1422,5
1423,1
1424,0
1425,3
1426,3
1427,1
1428,2
1429,5
1430,6
1431,7
1432,5
1433,2
1434,0
1435,5
1436,6
1437,0
1438,1
1439,7
1440,5
1441,0
1442,2
1443,7
1444,2
1445,3
1446,1
1447,2
1448,3
1449,3
1450,4
1451,0
1452,0
1453,4
1454,0
1455,1
1456,4
1457,0
1458,3
1459,4
1460,1
1461,4
1462,2
1463,7
1464,0
1465,4
1466,5
1467,1
1468,0
1469,4
1470,5
1471,3
1472,4
1473,6
1474,6
1475,5
1476,7
1477,5
1478,0
1479,7
1480,0
1481,1
1482,2
1483,0
1484,5
1485,6
1486,1
1487,5
1488,5
1489,7
1490,4
1491,2
1492,6
1493,5
1494,3
1495,1
1496,7
1497,4
1498,0
1499,3
1500,5
1501,0
1502,6
1503,5
1504,5
1505,4
1506,7
1507,5
1508,3
1509,0
1510,3
1511,6
1512,3
1513,6
1514,1
1515,4
1516,2
1517,4
1518,5
1519,2
1520,6
1521,6
1522,4
1523,2
1524,2
1525,7
1526,2
1527,4
1528,3
1529,6
1530,1
1531,5
1532,4
1533,6
1534,6
1535,3
1536,0
1537,4
1538,0
1539,5
1540,3
1541,6
1542,0
1543,1
1544,2
1545,6
1546,5
1547,2
1548,1
1549,4
1550,7
1551,3
1552,1
1553,0
1554,7
1555,2
1556,7
1557,1
1558,5
1559,4
1560,1
1561,4
1562,1
1563,5
1564,2
1565,7
1566,0
1567,6
1568,1
1569,3
1570,7
1571,0
1572,0
1573,2
1574,2
1575,5
1576,4
1577,7
1578,6
1579,0
1580,6
1581,6
1582,0
1583,1
1584,1
1585,0
1586,3
1587,1
1588,0
1589,2
1590,6
1591,6
1592,0
1593,4
1594,1
1595,3
1596,4
1597,6
1598,3
1599,1
1600,3
1601,4
1602,0
1603,6
1604,6
1605,7
1606,2
1607,1
1608,1
1609,0
1610,2
1611,4
1612,7
1613,2
1614,7
1615,7
1616,1
1617,6
1618,2
1619,7
1620,2
1621,2
1622,3
1623,0
1624,4
1625,2
1626,6
1627,1
1628,5
1629,1
1630,4
1631,3
1632,7
1633,1
1634,0
1635,4
1636,2
1637,7
1638,0
1639,1
1640,5
1641,5
1642,4
1643,5
1644,1
1645,5
1646,3
1647,3
1648,2
1649,3
1650,5
1651,6
1652,0
1653,1
1654,4
1655,6
1656,0
1657,5
1658,6
1659,0
1660,2
1661,0
1662,5
1663,0
1664,7
1665,0
1666,5
1667,2
1668,1
1669,6
1670,6
1671,3
1672,3
1673,7
1674,7
1675,7
1676,6
1677,4
1678,3
1679,5
1680,5
1681,0
1682,0
1683,3
1684,5
1685,3
1686,5
1687,0
1688,0
1689,5
1690,3
1691,7
1692,1
1693,5
1694,1
1695,7
1696,1
1697,6
1698,1
1699,4
1700,2
1701,2
1702,1
1703,4
1704,6
1705,3
1706,7
1707,6
1708,1
1709,4
1710,1
1711,7
1712,0
1713,7
1714,7
1715,2
1716,5
1717,5
1718,0
1719,7
1720,4
1721,5
1722,7
1723,4
1724,0
1725,1
1726,2
1727,5
1728,6
1729,1
1730,4
1731,4
1732,4
1733,6
1734,1
1735,3
1736,5
1737,2
1738,6
1739,0
1740,4
1741,5
1742,1
1743,4
1744,1
1745,2
1746,0
1747,2
1748,5
1749,4
1750,6
1751,5
1752,7
1753,1
1754,0
1755,5
1756,3
1757,2
1758,7
1759,0
1760,2
1761,7
1762,5
1763,2
1764,7
1765,6
1766,1
1767,6
1768,5
1769,4
1770,3
1771,3
1772,5
1773,3
1774,1
1775,3
1776,2
1777,2
1778,1
1779,1
1780,7
1781,2
1782,6
1783,6
1784,6
1785,2
1786,6
1787,0
1788,0
1789,1
1790,7
1791,1
1792,4
1793,6
1794,7
1795,3
1796,1
1797,1
1798,7
1799,3
1800,4
1801,6
1802,3
1803,3
1804,5
1805,3
1806,2
1807,1
1808,2
1809,5
1810,6
1811,7
1812,5
1813,2
1814,7
1815,4
1816,0
1817,3
1818,5
1819,1
1820,2
1821,2
1822,7
1823,3
1824,0
1825,1
1826,3
1827,2
1828,2
1829,3
1830,2
1831,2
1832,3
1833,1
1834,0
1835,1
1836,1
1837,7
1838,5
1839,2
1840,5
1841,7
1842,1
1843,4
1844,6
1845,6
1846,7
1847,4
1848,0
1849,0
1850,6
1851,4
1852,6
1853,0
1854,4
1855,6
1856,1
1857,0
1858,4
1859,0
1860,2
1861,0
1862,4
1863,4
1864,1
1865,2
1866,4
1867,5
1868,7
1869,1
1870,5
1871,7
1872,6
1873,2
1874,7
1875,7
1876,7
1877,0
1878,4
1879,2
1880,0
1881,6
1882,3
1883,4
1884,2
1885,1
1886,1
1887,4
1888,2
1889,5
1890,3
1891,3
1892,6
1893,7
1894,2
1895,1
1896,6
1897,4
1898,3
1899,2
1900,6
1901,3
1902,5
1903,2
1904,7
1905,2
1906,5
1907,6
1908,6
1909,2
1910,3
1911,6
1912,7
1913,7
1914,0
1915,4
1916,5
1917,6
1918,4
1919,5
1920,3
1921,4
1922,6
1923,5
1924,3
1925,3
1926,4
1927,6
1928,7
1929,7
1930,4
1931,3
1932,0
1933,5
1934,3
1935,3
1936,7
1937,2
1938,1
1939,3
1940,1
1941,3
1942,1
1943,3
1944,4
1945,2
1946,2
1947,0
1948,6
1949,4
1950,0
1951,3
1952,5
1953,7
1954,5
1955,7
1956,4
1957,7
1958,3
1959,5
1960,1
1961,6
1962,6
1963,7
1964,7
1965,6
1966,3
1967,2
1968,2
1969,0
1970,5
1971,3
1972,7
1973,1
1974,7
1975,0
1976,5
1977,2
1978,1
1979,6
1980,7
1981,5
1982,4
1983,4
1984,4
1985,6
1986,5
1987,7
1988,3
1989,7
1990,2
1991,7
1992,0
1993,1
1994,5
1995,3
1996,0
1997,5
1998,0
1999,4
2000,6
2001,3
2002,4
2003,4
2004,0
2005,7
2006,3
2007,1
2008,5
2009,4
2010,5
2011,4
2012,5
2013,7
2014,0
2015,0
2016,6
2017,1
2018,2
2019,3
2020,1
2021,0
2022,6
2023,4
2024,0
2025,7
2026,1
2027,0
2028,2
2029,3
2030,7
2031,2
2032,4
2033,5
2034,6
2035,7
2036,6
2037,6
2038,0
2039,5
2040,3
2041,3
2042,5
2043,7
2044,2
2045,2
2046,7
2047,3
2048,0
2049,0
2050,1
2051,7
2052,1
2053,3
2054,4
2055,1
2056,7
2057,2
2058,3
2059,3
2060,3
2061,5
2062,1
2063,5
2064,4
2065,5
2066,7
2067,6
2068,0
2069,6
2070,5
2071,3
2072,4
2073,1
2074,0
2075,6
2076,7
2077,7
2078,4
2079,4
2080,5
2081,3
2082,2
2083,2
2084,7
2085,3
2086,3
2087,3
2088,7
2089,0
2090,1
2091,2
2092,7
2093,5
2094,5
2095,1
2096,6
2097,2
2098,0
2099,4
2100,2
2101,5
2102,6
2103,5
2104,1
2105,0
2106,2
2107,5
2108,5
2109,6
2110,7
2111,0
2112,3
2113,3
2114,5
2115,4
2116,7
2117,3
2118,2
2119,2
2120,5
2121,3
2122,4
2123,5
2124,7
2125,0
2126,2
2127,4
2128,1
2129,2
2130,5
2131,5
2132,2
2133,1
2134,1
2135,3
2136,2
2137,2
2138,6
2139,3
2140,0
2141,3
2142,6
2143,4
2144,7
2145,4
2146,5
2147,3
2148,2
2149,5
2150,3
2151,3
2152,4
2153,6
2154,2
2155,7
2156,5
2157,4
2158,2
2159,0
2160,5
2161,1
2162,0
2163,0
2164,0
2165,1
2166,2
2167,6
2168,5
2169,7
2170,4
2171,7
2172,4
2173,4
2174,5
2175,0
2176,1
2177,0
2178,5
2179,0
2180,2
2181,6
2182,4
2183,7
2184,3
2185,6
2186,3
2187,7
2188,5
2189,3
2190,6
2191,1
2192,1
2193,0
2194,0
2195,4
2196,6
2197,3
2198,6
2199,1
2200,1
2201,6
2202,1
2203,4
2204,3
2205,5
2206,4
2207,6
2208,0
2209,6
2210,1
2211,5
2212,4
2213,2
2214,7
2215,1
2216,6
2217,1
2218,5
2219,3
2220,5
2221,7
2222,5
2223,3
2224,0
2225,5
2226,5
2227,0
2228,2
2229,2
2230,7
2231,7
2232,7
2233,1
2234,3
2235,3
2236,3
2237,2
2238,7
2239,3
2240,7
2241,6
2242,3
2243,7
2244,0
2245,2
2246,0
2247,7
2248,3
2249,1
2250,0
2251,6
2252,5
2253,0
2254,0
2255,4
2256,4
2257,0
2258,1
2259,7
2260,7
2261,7
2262,1
2263,0
2264,0
2265,4
2266,7
2267,0
2268,3
2269,4
2270,3
2271,6
2272,4
2273,7
2274,2
2275,1
2276,6
2277,3
2278,6
2279,4
2280,0
2281,2
2282,5
2283,4
2284,6
2285,3
2286,4
2287,2
2288,5
2289,1
2290,1
2291,2
2292,3
2293,3
2294,1
2295,4
2296,1
2297,5
2298,4
2299,3
2300,3
2301,1
2302,2
2303,3
2304,2
2305,7
2306,3
2307,5
2308,4
2309,3
2310,3
2311,4
2312,0
2313,7
2314,0
2315,3
2316,6
2317,6
2318,0
2319,4
2320,4
2321,3
2322,5
2323,7
2324,4
2325,3
2326,6
2327,7
2328,6
2329,7
2330,2
2331,1
2332,7
2333,1
2334,4
2335,1
2336,0
2337,4
2338,0
2339,4
2340,4
2341,0
2342,5
2343,4
2344,1
2345,3
2346,2
2347,1
2348,0
2349,7
2350,2
2351,4
2352,2
2353,3
2354,2
2355,5
2356,1
2357,7
2358,3
2359,3
2360,2
2361,2
2362,5
2363,4
2364,7
2365,5
2366,7
2367,1
2368,0
2369,3
2370,4
2371,2
2372,5
2373,7
2374,2
2375,2
2376,4
2377,2
2378,4
2379,6
2380,0
2381,4
2382,7
2383,7
2384,2
2385,0
2386,3
2387,1
2388,6
2389,7
2390,0
2391,0
2392,7
2393,4
2394,3
2395,0
2396,2
2397,1
2398,6
2399,6
